location,target_end_date,observed,trend
GB,2021-01-16,9130,Increasing
GR,2021-01-16,214,Decreasing
HR,2021-01-16,246,Decreasing
HU,2021-01-16,710,Decreasing
IE,2021-01-16,259,Increasing
IS,2021-01-16,0,Stable
IT,2021-01-16,3406,Stable
LI,2021-01-16,0,Decreasing
LT,2021-01-16,246,Decreasing
LU,2021-01-16,22,Stable
LV,2021-01-16,143,Increasing
MT,2021-01-16,6,Decreasing
NL,2021-01-16,658,Increasing
NO,2021-01-16,45,Increasing
PL,2021-01-16,2202,Increasing
PT,2021-01-16,1008,Increasing
RO,2021-01-16,572,Decreasing
SE,2021-01-16,890,Increasing
SI,2021-01-16,167,Decreasing
SK,2021-01-16,581,Increasing
AT,2021-01-23,416,Decreasing
BE,2021-01-23,330,Decreasing
BG,2021-01-23,337,Decreasing
CH,2021-01-23,353,Decreasing
CY,2021-01-23,13,Decreasing
CZ,2021-01-23,1055,Increasing
DE,2021-01-23,5547,Increasing
DK,2021-01-23,222,Increasing
EE,2021-01-23,48,Increasing
ES,2021-01-23,2127,Increasing
FI,2021-01-23,24,Stable
FR,2021-01-23,2731,Increasing
GB,2021-01-23,9608,Increasing
GR,2021-01-23,181,Decreasing
HR,2021-01-23,211,Decreasing
HU,2021-01-23,640,Decreasing
IE,2021-01-23,352,Increasing
IS,2021-01-23,0,Decreasing
IT,2021-01-23,3362,Stable
LI,2021-01-23,3,Decreasing
LT,2021-01-23,214,Decreasing
LU,2021-01-23,13,Decreasing
LV,2021-01-23,136,Stable
MT,2021-01-23,12,Decreasing
NL,2021-01-23,545,Stable
NO,2021-01-23,27,Increasing
PL,2021-01-23,2040,Stable
PT,2021-01-23,1485,Increasing
RO,2021-01-23,558,Decreasing
SE,2021-01-23,682,Increasing
SI,2021-01-23,189,Decreasing
SK,2021-01-23,548,Stable
AT,2021-01-30,386,Decreasing
BE,2021-01-30,340,Stable
BG,2021-01-30,217,Decreasing
CH,2021-01-30,263,Decreasing
CY,2021-01-30,18,Increasing
CZ,2021-01-30,941,Decreasing
DE,2021-01-30,5025,Decreasing
DK,2021-01-30,137,Decreasing
EE,2021-01-30,43,Stable
ES,2021-01-30,2878,Increasing
FI,2021-01-30,16,Decreasing
FR,2021-01-30,2981,Stable
GB,2021-01-30,8317,Increasing
GR,2021-01-30,157,Decreasing
HR,2021-01-30,199,Decreasing
HU,2021-01-30,559,Decreasing
IE,2021-01-30,345,Increasing
IS,2021-01-30,0,Stable
IT,2021-01-30,3117,Stable
LI,2021-01-30,0,Decreasing
LT,2021-01-30,161,Decreasing
LU,2021-01-30,15,Decreasing
LV,2021-01-30,83,Decreasing
MT,2021-01-30,15,Increasing
NL,2021-01-30,449,Decreasing
NO,2021-01-30,20,Decreasing
PL,2021-01-30,1829,Stable
PT,2021-01-30,1985,Increasing
RO,2021-01-30,542,Decreasing
SE,2021-01-30,586,Decreasing
SI,2021-01-30,161,Decreasing
SK,2021-01-30,600,Stable
AT,2021-02-06,343,Decreasing
BE,2021-02-06,286,Decreasing
BG,2021-02-06,283,Decreasing
CH,2021-02-06,201,Decreasing
CY,2021-02-06,13,Decreasing
CZ,2021-02-06,918,Decreasing
DE,2021-02-06,4740,Decreasing
DK,2021-02-06,109,Decreasing
EE,2021-02-06,45,Stable
ES,2021-02-06,3067,Increasing
FI,2021-02-06,15,Decreasing
FR,2021-02-06,2923,Stable
GB,2021-02-06,6428,Decreasing
GR,2021-02-06,172,Decreasing
HR,2021-02-06,146,Decreasing
HU,2021-02-06,563,Decreasing
IE,2021-02-06,382,Increasing
IS,2021-02-06,0,Stable
IT,2021-02-06,2724,Decreasing
LI,2021-02-06,0,Stable
LT,2021-02-06,135,Decreasing
LU,2021-02-06,13,Decreasing
LV,2021-02-06,147,Stable
MT,2021-02-06,14,Increasing
NL,2021-02-06,396,Decreasing
NO,2021-02-06,18,Decreasing
PL,2021-02-06,1912,Stable
PT,2021-02-06,1775,Increasing
RO,2021-02-06,545,Stable
SE,2021-02-06,524,Decreasing
SI,2021-02-06,122,Decreasing
SK,2021-02-06,570,Stable
AT,2021-02-13,272,Decreasing
BE,2021-02-13,282,Decreasing
BG,2021-02-13,297,Stable
CH,2021-02-13,147,Decreasing
CY,2021-02-13,9,Decreasing
CZ,2021-02-13,929,Stable
DE,2021-02-13,3456,Decreasing
DK,2021-02-13,69,Decreasing
EE,2021-02-13,35,Decreasing
ES,2021-02-13,3361,Increasing
FI,2021-02-13,16,Decreasing
FR,2021-02-13,2843,Stable
GB,2021-02-13,4867,Decreasing
GR,2021-02-13,152,Decreasing
HR,2021-02-13,155,Decreasing
HU,2021-02-13,610,Stable
IE,2021-02-13,257,Decreasing
IS,2021-02-13,0,Stable
IT,2021-02-13,2353,Decreasing
LI,2021-02-13,2,Decreasing
LT,2021-02-13,125,Decreasing
LU,2021-02-13,16,Increasing
LV,2021-02-13,116,Decreasing
MT,2021-02-13,11,Stable
NL,2021-02-13,438,Decreasing
NO,2021-02-13,10,Decreasing
PL,2021-02-13,1715,Decreasing
PT,2021-02-13,1229,Stable
RO,2021-02-13,516,Stable
SE,2021-02-13,313,Decreasing
SI,2021-02-13,93,Decreasing
SK,2021-02-13,677,Increasing
AT,2021-02-20,230,Decreasing
BE,2021-02-20,253,Decreasing
BG,2021-02-20,231,Stable
CH,2021-02-20,100,Decreasing
CY,2021-02-20,10,Decreasing
CZ,2021-02-20,1039,Stable
DE,2021-02-20,2954,Decreasing
DK,2021-02-20,49,Decreasing
EE,2021-02-20,37,Stable
ES,2021-02-20,2354,Decreasing
FI,2021-02-20,21,Increasing
FR,2021-02-20,2449,Decreasing
GB,2021-02-20,3736,Decreasing
GR,2021-02-20,169,Stable
HR,2021-02-20,121,Decreasing
HU,2021-02-20,616,Stable
IE,2021-02-20,204,Decreasing
IS,2021-02-20,0,Stable
IT,2021-02-20,2130,Decreasing
LI,2021-02-20,0,Stable
LT,2021-02-20,105,Decreasing
LU,2021-02-20,16,Stable
LV,2021-02-20,95,Stable
MT,2021-02-20,13,Decreasing
NL,2021-02-20,407,Stable
NO,2021-02-20,15,Decreasing
PL,2021-02-20,1368,Decreasing
PT,2021-02-20,714,Decreasing
RO,2021-02-20,470,Stable
SE,2021-02-20,221,Decreasing
SI,2021-02-20,64,Decreasing
SK,2021-02-20,612,Stable
AT,2021-02-27,225,Decreasing
BE,2021-02-27,165,Decreasing
BG,2021-02-27,328,Increasing
CH,2021-02-27,74,Decreasing
CY,2021-02-27,2,Decreasing
CZ,2021-02-27,1097,Increasing
DE,2021-02-27,2192,Decreasing
DK,2021-02-27,25,Decreasing
EE,2021-02-27,56,Increasing
ES,2021-02-27,2041,Decreasing
FI,2021-02-27,29,Increasing
FR,2021-02-27,2165,Decreasing
GB,2021-02-27,2505,Decreasing
GR,2021-02-27,196,Stable
HR,2021-02-27,91,Decreasing
HU,2021-02-27,650,Stable
IE,2021-02-27,178,Decreasing
IS,2021-02-27,0,Stable
IT,2021-02-27,2021,Decreasing
LI,2021-02-27,0,Stable
LT,2021-02-27,76,Decreasing
LU,2021-02-27,15,Stable
LV,2021-02-27,76,Decreasing
MT,2021-02-27,10,Decreasing
NL,2021-02-27,343,Stable
NO,2021-02-27,15,Decreasing
PL,2021-02-27,1579,Decreasing
PT,2021-02-27,379,Decreasing
RO,2021-02-27,492,Stable
SE,2021-02-27,177,Decreasing
SI,2021-02-27,67,Decreasing
SK,2021-02-27,651,Stable
AT,2021-03-06,193,Decreasing
BE,2021-03-06,188,Decreasing
BG,2021-03-06,426,Increasing
CH,2021-03-06,58,Decreasing
CY,2021-03-06,1,Decreasing
CZ,2021-03-06,1364,Increasing
DE,2021-03-06,1916,Decreasing
DK,2021-03-06,19,Decreasing
EE,2021-03-06,60,Increasing
ES,2021-03-06,1996,Decreasing
FI,2021-03-06,17,Stable
FR,2021-03-06,2100,Decreasing
GB,2021-03-06,1706,Decreasing
GR,2021-03-06,237,Increasing
HR,2021-03-06,74,Decreasing
HU,2021-03-06,863,Increasing
IE,2021-03-06,106,Decreasing
IS,2021-03-06,0,Stable
IT,2021-03-06,2071,Stable
LI,2021-03-06,1,Decreasing
LT,2021-03-06,80,Decreasing
LU,2021-03-06,15,Stable
LV,2021-03-06,73,Decreasing
MT,2021-03-06,16,Increasing
NL,2021-03-06,260,Decreasing
NO,2021-03-06,10,Stable
PL,2021-03-06,1503,Stable
PT,2021-03-06,236,Decreasing
RO,2021-03-06,567,Stable
SE,2021-03-06,177,Decreasing
SI,2021-03-06,52,Decreasing
SK,2021-03-06,664,Stable
AT,2021-03-13,208,Stable
BE,2021-03-13,181,Decreasing
BG,2021-03-13,641,Increasing
CH,2021-03-13,65,Decreasing
CY,2021-03-13,6,Decreasing
CZ,2021-03-13,1525,Increasing
DE,2021-03-13,1497,Decreasing
DK,2021-03-13,13,Decreasing
EE,2021-03-13,66,Increasing
ES,2021-03-13,1120,Decreasing
FI,2021-03-13,28,Increasing
FR,2021-03-13,1829,Decreasing
GB,2021-03-13,1185,Decreasing
GR,2021-03-13,333,Increasing
HR,2021-03-13,85,Decreasing
HU,2021-03-13,1025,Increasing
IE,2021-03-13,115,Decreasing
IS,2021-03-13,0,Stable
IT,2021-03-13,2303,Stable
LI,2021-03-13,0,Stable
LT,2021-03-13,68,Decreasing
LU,2021-03-13,29,Increasing
LV,2021-03-13,70,Decreasing
MT,2021-03-13,21,Increasing
NL,2021-03-13,243,Decreasing
NO,2021-03-13,7,Decreasing
PL,2021-03-13,1909,Increasing
PT,2021-03-13,157,Decreasing
RO,2021-03-13,585,Increasing
SE,2021-03-13,143,Decreasing
SI,2021-03-13,41,Decreasing
SK,2021-03-13,701,Stable
AT,2021-03-20,233,Stable
BE,2021-03-20,229,Increasing
BG,2021-03-20,732,Increasing
CH,2021-03-20,63,Decreasing
CY,2021-03-20,3,Increasing
CZ,2021-03-20,1447,Increasing
DE,2021-03-20,1264,Decreasing
DK,2021-03-20,9,Decreasing
EE,2021-03-20,70,Increasing
ES,2021-03-20,652,Decreasing
FI,2021-03-20,20,Decreasing
FR,2021-03-20,1813,Decreasing
GB,2021-03-20,823,Decreasing
GR,2021-03-20,383,Increasing
HR,2021-03-20,83,Stable
HU,2021-03-20,1278,Increasing
IE,2021-03-20,51,Decreasing
IS,2021-03-20,0,Stable
IT,2021-03-20,2761,Increasing
LI,2021-03-20,0,Stable
LT,2021-03-20,74,Stable
LU,2021-03-20,33,Increasing
LV,2021-03-20,64,Decreasing
MT,2021-03-20,19,Increasing
NL,2021-03-20,214,Decreasing
NO,2021-03-20,9,Decreasing
PL,2021-03-20,2091,Increasing
PT,2021-03-20,93,Decreasing
RO,2021-03-20,693,Increasing
SE,2021-03-20,116,Decreasing
SI,2021-03-20,38,Decreasing
SK,2021-03-20,538,Decreasing
AT,2021-03-27,235,Increasing
BE,2021-03-27,220,Increasing
BG,2021-03-27,684,Increasing
CH,2021-03-27,60,Stable
CY,2021-03-27,7,Increasing
CZ,2021-03-27,1248,Stable
DE,2021-03-27,1215,Decreasing
DK,2021-03-27,14,Decreasing
EE,2021-03-27,80,Increasing
ES,2021-03-27,2100,Stable
FI,2021-03-27,24,Increasing
FR,2021-03-27,2304,Stable
GB,2021-03-27,619,Decreasing
GR,2021-03-27,405,Increasing
HR,2021-03-27,119,Increasing
HU,2021-03-27,1684,Increasing
IE,2021-03-27,68,Decreasing
IS,2021-03-27,0,Stable
IT,2021-03-27,2994,Increasing
LI,2021-03-27,0,Decreasing
LT,2021-03-27,71,Stable
LU,2021-03-27,24,Increasing
LV,2021-03-27,51,Decreasing
MT,2021-03-27,16,Stable
NL,2021-03-27,190,Decreasing
NO,2021-03-27,8,Decreasing
PL,2021-03-27,2594,Increasing
PT,2021-03-27,65,Decreasing
RO,2021-03-27,865,Increasing
SE,2021-03-27,140,Decreasing
SI,2021-03-27,44,Decreasing
SK,2021-03-27,448,Decreasing
AT,2021-04-03,235,Stable
BE,2021-04-03,260,Increasing
BG,2021-04-03,857,Increasing
CH,2021-04-03,68,Stable
CY,2021-04-03,13,Increasing
CZ,2021-04-03,1089,Decreasing
DE,2021-04-03,1115,Decreasing
DK,2021-04-03,15,Increasing
EE,2021-04-03,71,Stable
ES,2021-04-03,688,Decreasing
FI,2021-04-03,15,Decreasing
FR,2021-04-03,1957,Stable
GB,2021-04-03,406,Decreasing
GR,2021-04-03,476,Increasing
HR,2021-04-03,153,Increasing
HU,2021-04-03,1752,Increasing
IE,2021-04-03,62,Decreasing
IS,2021-04-03,0,Stable
IT,2021-04-03,3068,Increasing
LI,2021-04-03,0,Stable
LT,2021-04-03,66,Stable
LU,2021-04-03,12,Decreasing
LV,2021-04-03,51,Decreasing
MT,2021-04-03,12,Decreasing
NL,2021-04-03,156,Decreasing
NO,2021-04-03,17,Increasing
PL,2021-04-03,2984,Increasing
PT,2021-04-03,48,Decreasing
RO,2021-04-03,976,Increasing
SE,2021-04-03,96,Decreasing
SI,2021-04-03,57,Increasing
SK,2021-04-03,522,Decreasing
AT,2021-04-10,270,Increasing
BE,2021-04-10,298,Increasing
BG,2021-04-10,844,Stable
CH,2021-04-10,69,Stable
CY,2021-04-10,7,Increasing
CZ,2021-04-10,867,Decreasing
DE,2021-04-10,1354,Stable
DK,2021-04-10,11,Increasing
EE,2021-04-10,89,Increasing
ES,2021-04-10,630,Stable
FI,2021-04-10,12,Decreasing
FR,2021-04-10,2081,Stable
GB,2021-04-10,332,Decreasing
GR,2021-04-10,531,Increasing
HR,2021-04-10,244,Increasing
HU,2021-04-10,1707,Increasing
IE,2021-04-10,68,Increasing
IS,2021-04-10,0,Stable
IT,2021-04-10,3219,Increasing
LI,2021-04-10,0,Stable
LT,2021-04-10,76,Stable
LU,2021-04-10,13,Decreasing
LV,2021-04-10,63,Stable
MT,2021-04-10,5,Decreasing
NL,2021-04-10,148,Decreasing
NO,2021-04-10,11,Increasing
PL,2021-04-10,3439,Increasing
PT,2021-04-10,35,Decreasing
RO,2021-04-10,1033,Increasing
SE,2021-04-10,123,Stable
SI,2021-04-10,44,Stable
SK,2021-04-10,539,Stable
AT,2021-04-17,250,Stable
BE,2021-04-17,290,Increasing
BG,2021-04-17,787,Stable
CH,2021-04-17,49,Decreasing
CY,2021-04-17,16,Increasing
CZ,2021-04-17,662,Decreasing
DE,2021-04-17,1598,Increasing
DK,2021-04-17,13,Stable
EE,2021-04-17,62,Decreasing
ES,2021-04-17,653,Decreasing
FI,2021-04-17,15,Decreasing
FR,2021-04-17,2005,Stable
GB,2021-04-17,279,Decreasing
GR,2021-04-17,564,Increasing
HR,2021-04-17,254,Increasing
HU,2021-04-17,1768,Stable
IE,2021-04-17,52,Decreasing
IS,2021-04-17,0,Stable
IT,2021-04-17,2753,Stable
LI,2021-04-17,0,Stable
LT,2021-04-17,80,Stable
LU,2021-04-17,22,Stable
LV,2021-04-17,62,Increasing
MT,2021-04-17,7,Decreasing
NL,2021-04-17,150,Decreasing
NO,2021-04-17,24,Increasing
PL,2021-04-17,3649,Increasing
PT,2021-04-17,32,Decreasing
RO,2021-04-17,1066,Increasing
SE,2021-04-17,167,Increasing
SI,2021-04-17,41,Stable
SK,2021-04-17,556,Increasing
AT,2021-04-24,236,Stable
BE,2021-04-24,272,Stable
BG,2021-04-24,721,Decreasing
CH,2021-04-24,54,Decreasing
CY,2021-04-24,13,Stable
CZ,2021-04-24,524,Decreasing
DE,2021-04-24,1597,Increasing
DK,2021-04-24,22,Increasing
EE,2021-04-24,55,Decreasing
ES,2021-04-24,610,Stable
FI,2021-04-24,9,Decreasing
FR,2021-04-24,2099,Stable
GB,2021-04-24,211,Decreasing
GR,2021-04-24,553,Stable
HR,2021-04-24,292,Increasing
HU,2021-04-24,1441,Decreasing
IE,2021-04-24,37,Decreasing
IS,2021-04-24,0,Stable
IT,2021-04-24,2345,Decreasing
LI,2021-04-24,0,Stable
LT,2021-04-24,89,Increasing
LU,2021-04-24,5,Decreasing
LV,2021-04-24,53,Stable
MT,2021-04-24,3,Decreasing
NL,2021-04-24,134,Stable
NO,2021-04-24,28,Increasing
PL,2021-04-24,3397,Stable
PT,2021-04-24,17,Decreasing
RO,2021-04-24,1195,Increasing
SE,2021-04-24,135,Increasing
SI,2021-04-24,50,Stable
SK,2021-04-24,415,Decreasing
AT,2021-05-01,176,Decreasing
BE,2021-05-01,268,Stable
BG,2021-05-01,585,Decreasing
CH,2021-05-01,70,Stable
CY,2021-05-01,15,Increasing
CZ,2021-05-01,396,Decreasing
DE,2021-05-01,1638,Increasing
DK,2021-05-01,15,Increasing
EE,2021-05-01,29,Decreasing
ES,2021-05-01,625,Stable
FI,2021-05-01,11,Stable
FR,2021-05-01,1961,Stable
GB,2021-05-01,143,Decreasing
GR,2021-05-01,503,Stable
HR,2021-05-01,315,Increasing
HU,2021-05-01,1281,Decreasing
IE,2021-05-01,34,Decreasing
IS,2021-05-01,0,Stable
IT,2021-05-01,2012,Decreasing
LI,2021-05-01,0,Stable
LT,2021-05-01,93,Increasing
LU,2021-05-01,6,Decreasing
LV,2021-05-01,38,Decreasing
MT,2021-05-01,3,Decreasing
NL,2021-05-01,131,Stable
NO,2021-05-01,20,Increasing
PL,2021-05-01,2702,Decreasing
PT,2021-05-01,17,Decreasing
RO,2021-05-01,927,Stable
SE,2021-05-01,125,Stable
SI,2021-05-01,55,Increasing
SK,2021-05-01,274,Decreasing
AT,2021-05-08,174,Decreasing
BE,2021-05-08,253,Stable
BG,2021-05-08,458,Decreasing
CH,2021-05-08,47,Stable
CY,2021-05-08,20,Increasing
CZ,2021-05-08,331,Decreasing
DE,2021-05-08,1566,Stable
DK,2021-05-08,8,Decreasing
EE,2021-05-08,29,Decreasing
ES,2021-05-08,576,Stable
FI,2021-05-08,6,Decreasing
FR,2021-05-08,1523,Decreasing
GB,2021-05-08,128,Decreasing
GR,2021-05-08,525,Stable
HR,2021-05-08,294,Stable
HU,2021-05-08,803,Decreasing
IE,2021-05-08,13,Decreasing
IS,2021-05-08,0,Stable
IT,2021-05-08,1661,Decreasing
LI,2021-05-08,1,Increasing
LT,2021-05-08,87,Stable
LU,2021-05-08,5,Decreasing
LV,2021-05-08,69,Stable
MT,2021-05-08,2,Decreasing
NL,2021-05-08,150,Stable
NO,2021-05-08,11,Decreasing
PL,2021-05-08,1942,Decreasing
PT,2021-05-08,15,Decreasing
RO,2021-05-08,709,Decreasing
SE,2021-05-08,125,Decreasing
SI,2021-05-08,28,Decreasing
SK,2021-05-08,258,Decreasing
AT,2021-05-15,130,Decreasing
BE,2021-05-15,175,Decreasing
BG,2021-05-15,348,Decreasing
CH,2021-05-15,27,Decreasing
CY,2021-05-15,14,Stable
CZ,2021-05-15,239,Decreasing
DE,2021-05-15,1377,Stable
DK,2021-05-15,5,Decreasing
EE,2021-05-15,25,Decreasing
ES,2021-05-15,547,Stable
FI,2021-05-15,11,Increasing
FR,2021-05-15,1234,Decreasing
GB,2021-05-15,99,Decreasing
GR,2021-05-15,387,Decreasing
HR,2021-05-15,263,Stable
HU,2021-05-15,610,Decreasing
IE,2021-05-15,22,Decreasing
IS,2021-05-15,0,Stable
IT,2021-05-15,1369,Decreasing
LI,2021-05-15,0,Stable
LT,2021-05-15,64,Decreasing
LU,2021-05-15,5,Stable
LV,2021-05-15,49,Stable
MT,2021-05-15,0,Decreasing
NL,2021-05-15,117,Stable
NO,2021-05-15,7,Decreasing
PL,2021-05-15,1743,Decreasing
PT,2021-05-15,15,Stable
RO,2021-05-15,582,Decreasing
SE,2021-05-15,102,Decreasing
SI,2021-05-15,34,Decreasing
SK,2021-05-15,213,Decreasing
AT,2021-05-22,77,Decreasing
BE,2021-05-22,137,Decreasing
BG,2021-05-22,237,Decreasing
CH,2021-05-22,42,Decreasing
CY,2021-05-22,6,Decreasing
CZ,2021-05-22,126,Decreasing
DE,2021-05-22,1273,Decreasing
DK,2021-05-22,5,Decreasing
EE,2021-05-22,20,Decreasing
ES,2021-05-22,281,Decreasing
FI,2021-05-22,17,Increasing
FR,2021-05-22,968,Decreasing
GB,2021-05-22,71,Decreasing
GR,2021-05-22,369,Decreasing
HR,2021-05-22,196,Decreasing
HU,2021-05-22,361,Decreasing
IE,2021-05-22,0,Decreasing
IS,2021-05-22,0,Stable
IT,2021-05-22,1090,Decreasing
LI,2021-05-22,0,Stable
LT,2021-05-22,87,Stable
LU,2021-05-22,4,Decreasing
LV,2021-05-22,66,Increasing
MT,2021-05-22,0,Decreasing
NL,2021-05-22,101,Decreasing
NO,2021-05-22,7,Decreasing
PL,2021-05-22,1273,Decreasing
PT,2021-05-22,11,Decreasing
RO,2021-05-22,400,Decreasing
SE,2021-05-22,91,Decreasing
SI,2021-05-22,29,Decreasing
SK,2021-05-22,83,Decreasing
AT,2021-05-29,76,Decreasing
BE,2021-05-29,98,Decreasing
BG,2021-05-29,170,Decreasing
CH,2021-05-29,29,Decreasing
CY,2021-05-29,8,Decreasing
CZ,2021-05-29,89,Decreasing
DE,2021-05-29,1052,Decreasing
DK,2021-05-29,9,Increasing
EE,2021-05-29,10,Decreasing
ES,2021-05-29,285,Decreasing
FI,2021-05-29,5,Stable
FR,2021-05-29,802,Decreasing
GB,2021-05-29,91,Decreasing
GR,2021-05-29,290,Decreasing
HR,2021-05-29,119,Decreasing
HU,2021-05-29,234,Decreasing
IE,2021-05-29,0,Decreasing
IS,2021-05-29,1,Increasing
IT,2021-05-29,849,Decreasing
LI,2021-05-29,0,Decreasing
LT,2021-05-29,74,Decreasing
LU,2021-05-29,4,Decreasing
LV,2021-05-29,47,Decreasing
MT,2021-05-29,2,Stable
NL,2021-05-29,78,Decreasing
NO,2021-05-29,2,Decreasing
PL,2021-05-29,800,Decreasing
PT,2021-05-29,6,Decreasing
RO,2021-05-29,362,Decreasing
SE,2021-05-29,85,Decreasing
SI,2021-05-29,23,Decreasing
SK,2021-05-29,47,Decreasing
AT,2021-06-05,64,Decreasing
BE,2021-06-05,98,Decreasing
BG,2021-06-05,156,Decreasing
CH,2021-06-05,18,Decreasing
CY,2021-06-05,3,Decreasing
CZ,2021-06-05,56,Decreasing
DE,2021-06-05,798,Decreasing
DK,2021-06-05,2,Decreasing
EE,2021-06-05,12,Decreasing
ES,2021-06-05,291,Decreasing
FI,2021-06-05,4,Decreasing
FR,2021-06-05,592,Decreasing
GB,2021-06-05,79,Decreasing
GR,2021-06-05,229,Decreasing
HR,2021-06-05,78,Decreasing
HU,2021-06-05,133,Decreasing
IE,2021-06-05,0,Decreasing
IS,2021-06-05,0,Stable
IT,2021-06-05,470,Decreasing
LI,2021-06-05,0,Stable
LT,2021-06-05,52,Decreasing
LU,2021-06-05,4,Decreasing
LV,2021-06-05,37,Decreasing
MT,2021-06-05,0,Stable
NL,2021-06-05,60,Decreasing
NO,2021-06-05,2,Decreasing
PL,2021-06-05,457,Decreasing
PT,2021-06-05,9,Decreasing
RO,2021-06-05,478,Decreasing
SE,2021-06-05,72,Decreasing
SI,2021-06-05,15,Decreasing
SK,2021-06-05,62,Decreasing
AT,2021-06-12,35,Decreasing
BE,2021-06-12,62,Decreasing
BG,2021-06-12,85,Decreasing
CH,2021-06-12,20,Decreasing
CY,2021-06-12,9,Increasing
CZ,2021-06-12,67,Decreasing
DE,2021-06-12,668,Decreasing
DK,2021-06-12,7,Increasing
EE,2021-06-12,4,Decreasing
ES,2021-06-12,305,Stable
FI,2021-06-12,3,Decreasing
FR,2021-06-12,377,Decreasing
GB,2021-06-12,92,Increasing
GR,2021-06-12,152,Decreasing
HR,2021-06-12,52,Decreasing
HU,2021-06-12,62,Decreasing
IE,2021-06-12,0,Stable
IS,2021-06-12,0,Stable
IT,2021-06-12,504,Decreasing
LI,2021-06-12,1,Increasing
LT,2021-06-12,34,Decreasing
LU,2021-06-12,0,Decreasing
LV,2021-06-12,44,Decreasing
MT,2021-06-12,0,Stable
NL,2021-06-12,34,Decreasing
NO,2021-06-12,4,Decreasing
PL,2021-06-12,423,Decreasing
PT,2021-06-12,13,Increasing
RO,2021-06-12,1079,Increasing
SE,2021-06-12,51,Decreasing
SI,2021-06-12,14,Decreasing
SK,2021-06-12,41,Decreasing
AT,2021-06-19,31,Decreasing
BE,2021-06-19,51,Decreasing
BG,2021-06-19,91,Decreasing
CH,2021-06-19,14,Decreasing
CY,2021-06-19,2,Decreasing
CZ,2021-06-19,54,Decreasing
DE,2021-06-19,454,Decreasing
DK,2021-06-19,5,Decreasing
EE,2021-06-19,1,Decreasing
ES,2021-06-19,151,Decreasing
FI,2021-06-19,2,Decreasing
FR,2021-06-19,327,Decreasing
GB,2021-06-19,109,Increasing
GR,2021-06-19,129,Decreasing
HR,2021-06-19,37,Decreasing
HU,2021-06-19,46,Decreasing
IE,2021-06-19,38,Increasing
IS,2021-06-19,0,Decreasing
IT,2021-06-19,277,Decreasing
LI,2021-06-19,0,Stable
LT,2021-06-19,27,Decreasing
LU,2021-06-19,0,Decreasing
LV,2021-06-19,42,Stable
MT,2021-06-19,1,Decreasing
NL,2021-06-19,17,Decreasing
NO,2021-06-19,1,Decreasing
PL,2021-06-19,261,Decreasing
PT,2021-06-19,17,Increasing
RO,2021-06-19,504,Increasing
SE,2021-06-19,0,Decreasing
SI,2021-06-19,11,Decreasing
SK,2021-06-19,42,Stable
AT,2021-06-26,34,Decreasing
BE,2021-06-26,28,Decreasing
BG,2021-06-26,38,Decreasing
CH,2021-06-26,9,Decreasing
CY,2021-06-26,0,Decreasing
CZ,2021-06-26,18,Decreasing
DE,2021-06-26,476,Decreasing
DK,2021-06-26,1,Decreasing
EE,2021-06-26,2,Decreasing
ES,2021-06-26,127,Decreasing
FI,2021-06-26,2,Decreasing
FR,2021-06-26,214,Decreasing
GB,2021-06-26,130,Increasing
GR,2021-06-26,112,Decreasing
HR,2021-06-26,28,Decreasing
HU,2021-06-26,30,Decreasing
IE,2021-06-26,10,Increasing
IS,2021-06-26,0,Stable
IT,2021-06-26,205,Decreasing
LI,2021-06-26,0,Stable
LT,2021-06-26,14,Decreasing
LU,2021-06-26,0,Decreasing
LV,2021-06-26,10,Decreasing
MT,2021-06-26,0,Stable
NL,2021-06-26,14,Decreasing
NO,2021-06-26,2,Stable
PL,2021-06-26,151,Decreasing
PT,2021-06-26,21,Increasing
RO,2021-06-26,869,Increasing
SE,2021-06-26,45,Decreasing
SI,2021-06-26,7,Decreasing
SK,2021-06-26,27,Decreasing
AT,2021-07-03,15,Decreasing
BE,2021-07-03,25,Decreasing
BG,2021-07-03,57,Decreasing
CH,2021-07-03,2,Decreasing
CY,2021-07-03,0,Decreasing
CZ,2021-07-03,14,Decreasing
DE,2021-07-03,261,Decreasing
DK,2021-07-03,6,Decreasing
EE,2021-07-03,0,Decreasing
ES,2021-07-03,132,Decreasing
FI,2021-07-03,0,Decreasing
FR,2021-07-03,186,Decreasing
GB,2021-07-03,183,Increasing
GR,2021-07-03,85,Decreasing
HR,2021-07-03,18,Decreasing
HU,2021-07-03,12,Decreasing
IE,2021-07-03,11,Increasing
IS,2021-07-03,0,Stable
IT,2021-07-03,179,Decreasing
LI,2021-07-03,0,Decreasing
LT,2021-07-03,9,Decreasing
LU,2021-07-03,0,Stable
LV,2021-07-03,23,Decreasing
MT,2021-07-03,0,Stable
NL,2021-07-03,16,Decreasing
NO,2021-07-03,2,Decreasing
PL,2021-07-03,109,Decreasing
PT,2021-07-03,29,Increasing
RO,2021-07-03,748,Decreasing
SE,2021-07-03,12,Decreasing
SI,2021-07-03,0,Decreasing
SK,2021-07-03,8,Decreasing
AT,2021-07-10,19,Decreasing
BE,2021-07-10,13,Decreasing
BG,2021-07-10,56,Decreasing
CH,2021-07-10,1,Decreasing
CY,2021-07-10,6,Increasing
CZ,2021-07-10,21,Decreasing
DE,2021-07-10,183,Decreasing
DK,2021-07-10,2,Decreasing
